,location,bath,balcony,price,total_sqft_int,bhk
7175,others,2.0,1.5843757375501535,74.0,1130.0,2
7176,others,2.0,1.0,75.0,1130.0,2
7177,others,3.0,0.0,180.0,2250.0,3
7178,others,2.0,1.0,115.0,1500.0,2
7179,others,3.0,2.0,108.0,2072.0,3
7180,others,2.0,2.0,48.0,925.0,2
7181,others,5.0,3.0,142.0,2710.0,4
7182,others,1.0,1.0,35.0,660.0,1
7183,others,5.0,3.0,550.0,8000.0,5
7184,others,2.0,1.0,43.72,1121.0,2
7185,others,3.0,2.0,56.24,1442.0,3
7186,others,2.0,1.0,67.0,1555.0,3
7187,others,3.0,2.0,59.75,1532.0,3
7188,others,2.0,1.0,39.98,1025.0,2
7189,others,2.0,0.0,45.0,1350.0,1
7190,others,2.0,1.0,60.0,1255.0,3
7191,others,2.0,2.0,55.0,850.0,2
7192,others,3.0,3.0,130.0,1554.0,2
7193,others,2.0,0.0,110.0,2200.0,2
7194,others,1.0,1.0,306.0,3820.0,1
7195,others,2.0,1.0,49.5,703.0,2
7196,others,2.0,1.0,90.0,1460.0,3
7197,others,2.0,2.0,60.0,1226.0,3
7198,others,2.0,2.0,59.0,2040.0,2
7199,others,2.0,1.0,45.0,1176.0,3
7200,others,2.0,2.0,38.0,1080.0,2
7201,others,3.0,2.0,800.0,14000.0,4
7202,others,2.0,1.0,105.0,1275.0,2
7203,others,2.0,2.0,90.0,1150.0,2
7204,others,4.0,2.0,400.0,5480.0,3
7205,others,2.0,0.0,27.0,900.0,2
7206,others,1.0,1.0,52.3,900.0,1
7207,others,2.0,0.0,20.0,750.0,2
7208,others,2.0,0.0,25.0,900.0,2
7209,others,1.0,0.0,50.0,1200.0,2
7210,others,3.0,1.0,58.0,1300.0,3
7211,others,2.0,1.0,60.0,1435.0,3
7212,others,3.0,2.0,54.0,1250.0,3
7213,others,2.0,2.0,50.0,1084.0,2
7214,others,2.0,3.0,70.0,1550.0,3
7215,others,2.0,0.0,75.0,1480.0,3
7216,others,2.0,1.0,35.0,825.0,2
7217,others,2.0,1.0,45.0,985.0,2
7218,others,2.0,0.0,45.0,970.0,2
7220,Singasandra,2.0,1.5843757375501535,55.0,1030.0,2
7222,Singasandra,2.0,1.0,52.0,1100.0,2
7224,Singasandra,2.0,2.0,65.0,1300.0,2
7227,Singasandra,2.0,1.0,40.0,1010.0,2
7228,Singasandra,2.0,3.0,58.0,1375.0,2
7229,Singasandra,2.0,1.0,60.0,1120.0,2
7230,Singasandra,3.0,2.0,75.0,1510.0,3
7231,Singasandra,2.0,2.0,56.0,1179.0,2
7232,Singasandra,2.0,2.0,67.0,1416.0,2
7233,Singasandra,2.0,1.0,73.0,1476.0,3
7234,Singasandra,2.0,1.0,45.0,1139.7,2
7235,Singasandra,2.0,3.0,60.0,1465.0,2
7237,Singasandra,3.0,2.0,85.0,1653.0,3
7238,others,3.0,2.0,115.0,1500.0,3
7239,others,2.0,1.0,110.0,1050.0,2
7240,Somasundara Palya,2.0,2.0,67.0,1255.0,2
7241,Somasundara Palya,2.0,2.0,68.0,1448.0,2
7243,Somasundara Palya,2.0,3.0,73.0,1178.0,2
7244,Somasundara Palya,2.0,1.0,60.0,1260.0,2
7245,Somasundara Palya,2.0,2.0,48.0,1033.0,2
7246,Somasundara Palya,2.0,2.0,70.0,1329.0,2
7247,Somasundara Palya,3.0,1.5843757375501535,140.0,2372.0,3
7248,Somasundara Palya,2.0,3.0,70.0,1185.0,2
7252,Somasundara Palya,3.0,3.0,140.0,2400.0,4
7253,Somasundara Palya,3.0,1.5843757375501535,95.0,1650.0,3
7254,Somasundara Palya,2.0,3.0,72.0,1186.0,2
7256,others,2.0,1.0,33.0,825.0,2
7257,others,2.0,3.0,41.0,1020.0,2
7258,others,2.0,2.0,39.0,1126.0,2
7259,others,2.0,1.0,32.0,825.0,2
7260,others,2.0,3.0,45.0,1360.0,3
7261,others,2.0,2.0,47.0,1350.0,3
7262,others,3.0,2.0,85.0,2150.0,4
7264,Sonnenahalli,2.0,1.0,43.75,896.0,2
7265,Sonnenahalli,2.0,2.0,43.0,1120.0,2
7266,Sonnenahalli,2.0,1.0,44.0,1100.0,2
7267,Sonnenahalli,2.0,1.0,50.53,1011.0,2
7268,Sonnenahalli,1.0,0.0,30.715,614.5,1
7269,Sonnenahalli,3.0,1.0,74.18,1484.0,3
7270,Sonnenahalli,3.0,2.0,80.48,1610.0,3
7271,Sonnenahalli,2.0,1.0,65.0,1415.0,3
7272,Sonnenahalli,2.0,1.0,58.0,1268.0,2
7273,Sonnenahalli,2.0,1.0,56.0,1268.0,2
7274,Sonnenahalli,1.0,1.0,30.24,605.0,1
7275,Sonnenahalli,3.0,1.0,75.0,1484.0,3
7276,others,2.0,2.0,32.0,960.0,2
7277,others,4.0,0.0,270.0,3200.0,4
7278,others,2.0,1.5843757375501535,42.4,1195.0,2
7279,others,2.0,1.0,49.5,1050.0,2
7280,others,3.0,2.0,149.0,1080.0,3
7281,others,3.0,2.0,943.0,2750.0,3
7282,others,2.0,2.0,78.34,1180.0,3
7283,others,2.0,1.0,55.0,900.0,2
7284,others,2.0,1.0,45.0,900.0,2
7285,others,2.0,2.0,75.6,1200.0,3
7286,others,2.0,3.0,55.0,1230.0,2
7287,others,4.0,1.5843757375501535,130.0,2736.0,4
7288,others,2.0,1.0,156.0,1485.0,3
7289,others,2.0,2.0,100.0,1200.0,3
7290,others,2.0,0.0,60.0,824.0,2
7291,others,4.0,2.0,630.0,4000.0,4
7292,others,2.0,2.0,55.0,1455.0,3
7293,others,3.0,2.0,53.0,1400.0,3
7294,others,2.0,0.0,55.0,900.0,2
7295,Subramanyapura,2.0,0.0,50.17,929.0,2
7296,Subramanyapura,2.0,2.0,52.0,1200.0,2
7297,Subramanyapura,2.0,1.0,58.0,975.0,2
7298,Subramanyapura,2.0,2.0,55.0,1277.0,2
7299,Subramanyapura,2.0,1.0,58.0,985.0,2
7300,Subramanyapura,2.0,1.0,68.0,1245.0,3
7301,Subramanyapura,2.0,2.0,73.0,1313.0,2
7302,Subramanyapura,2.0,2.0,66.5,1313.0,2
7303,Subramanyapura,2.0,2.0,79.0,1255.0,3
7304,Subramanyapura,3.0,2.0,72.0,1330.0,3
7305,Subramanyapura,2.0,1.0,48.0,929.0,2
7306,Subramanyapura,2.0,1.0,55.0,950.0,2
7307,Subramanyapura,2.0,1.0,56.0,929.0,2
7309,Subramanyapura,2.0,2.0,76.0,1260.0,3
7311,Subramanyapura,2.0,1.0,55.0,960.0,2
7312,Subramanyapura,2.0,1.0,73.0,1260.0,3
7314,Subramanyapura,3.0,2.0,70.0,1278.0,3
7315,Subramanyapura,2.0,2.0,49.0,929.0,2
7316,Subramanyapura,2.0,1.0,75.0,1260.0,3
7317,Subramanyapura,2.0,1.0,45.0,1000.0,2
7319,Subramanyapura,1.0,2.0,51.0,929.0,2
7320,Subramanyapura,3.0,2.0,110.0,1880.0,3
7322,others,3.0,2.0,55.0,1425.0,3
7323,others,2.0,2.0,56.0,1400.0,3
7324,others,2.0,1.0,45.0,1100.0,2
7325,others,2.0,2.0,45.0,900.0,2
7326,others,3.0,3.0,80.0,1765.0,3
7327,others,2.0,1.0,65.0,1009.0,2
7328,others,5.0,2.0,325.0,5000.0,4
7329,others,2.0,2.0,49.0,1070.0,2
7330,others,5.0,0.0,80.0,2000.0,4
7331,others,3.0,1.0,68.0,1200.0,3
7332,others,1.0,0.0,24.0,600.0,1
7333,others,3.0,2.0,120.0,1753.0,3
7334,others,3.0,1.0,120.0,1750.0,3
7335,others,3.0,0.0,70.0,1569.0,3
7336,others,3.0,2.0,62.0,1559.0,3
7337,others,3.0,2.0,63.0,1563.0,3
7338,others,4.0,3.0,240.0,1500.0,4
7339,others,3.0,2.0,130.0,1200.0,3
7340,others,2.0,0.0,75.0,1230.0,2
7341,TC Palaya,3.0,1.0,98.0,1475.0,3
7342,TC Palaya,2.0,0.0,60.0,1200.0,2
7347,TC Palaya,2.0,1.0,60.0,1240.0,2
7348,TC Palaya,2.0,1.0,100.0,1500.0,3
7349,TC Palaya,2.0,0.0,65.0,1200.0,2
7350,TC Palaya,2.0,0.0,70.0,1200.0,2
7351,TC Palaya,2.0,0.0,55.0,900.0,2
7354,TC Palaya,3.0,3.0,302.0,4800.0,4
7355,TC Palaya,2.0,0.0,64.0,1000.0,2
7357,TC Palaya,2.0,0.0,55.0,900.0,2
7358,TC Palaya,2.0,0.0,66.0,1200.0,2
7361,TC Palaya,2.0,0.0,55.0,900.0,2
7363,TC Palaya,2.0,0.0,55.0,900.0,2
7366,TC Palaya,2.0,0.0,65.0,1200.0,2
7367,TC Palaya,2.0,0.0,75.0,1500.0,2
7369,TC Palaya,2.0,0.0,70.0,1000.0,2
7370,TC Palaya,2.0,0.0,65.0,1100.0,2
7374,TC Palaya,2.0,2.0,80.0,1800.0,2
7376,TC Palaya,2.0,1.0,70.0,1200.0,2
7377,TC Palaya,1.0,0.0,55.0,1350.0,1
7378,TC Palaya,2.0,0.0,55.0,900.0,2
7379,TC Palaya,2.0,0.0,55.0,900.0,2
7380,TC Palaya,2.0,2.0,64.0,1082.0,2
7384,TC Palaya,2.0,2.0,55.0,1152.0,2
7388,others,3.0,3.0,100.0,1580.0,3
7389,others,2.0,3.0,61.0,1030.0,2
7390,others,2.0,3.0,77.0,1340.0,2
7391,Talaghattapura,3.0,2.0,131.0,1868.0,3
7392,Talaghattapura,3.0,0.0,120.0,2038.5,3
7393,Talaghattapura,3.0,2.0,126.0,2106.0,3
7394,Talaghattapura,3.0,1.0,121.0,1868.0,3
7395,Talaghattapura,3.0,2.0,126.0,2106.0,3
7396,Talaghattapura,3.0,1.0,135.0,1868.0,3
7397,Talaghattapura,3.0,2.0,135.0,1856.0,3
7398,Talaghattapura,3.0,1.0,120.0,1868.0,3
7399,Talaghattapura,3.0,1.0,115.0,1804.0,3
7400,Talaghattapura,3.0,2.0,135.0,1856.0,3
7401,Talaghattapura,3.0,2.0,153.0,2254.0,3
7402,Talaghattapura,3.0,3.0,148.0,2106.0,3
7403,Talaghattapura,3.0,2.0,135.0,1856.0,3
7404,Talaghattapura,3.0,3.0,159.0,2273.0,3
7405,Talaghattapura,3.0,3.0,147.0,2099.0,3
7406,Talaghattapura,2.0,0.0,50.0,1100.0,2
7407,Talaghattapura,2.0,1.0,49.49,1100.0,2
7408,Talaghattapura,3.0,2.0,80.0,1575.0,3
7409,Talaghattapura,3.0,2.0,145.0,2273.0,3
7410,Talaghattapura,2.0,2.0,62.0,1175.0,2
7411,Talaghattapura,3.0,2.0,127.0,1804.0,3
7412,Talaghattapura,2.0,1.0,42.48,1062.0,2
7413,Talaghattapura,3.0,0.0,122.0,2038.5,3
7414,Talaghattapura,3.0,1.0,84.0,1800.0,3
7415,Talaghattapura,3.0,3.0,159.0,2265.0,3
7416,Talaghattapura,3.0,2.0,134.0,2099.0,3
7417,others,2.0,1.0,60.0,950.0,2
7418,others,1.0,1.0,55.0,930.0,2
7419,others,3.0,2.0,70.0,1500.0,3
7420,others,3.0,2.0,67.0,1504.0,3
7421,others,3.0,2.0,90.0,2700.0,4
7422,others,4.0,2.0,240.0,3000.0,4
7423,others,2.0,2.0,75.0,1425.0,3
7424,others,3.0,1.0,59.0,1550.0,3
7425,others,2.0,1.0,54.0,1410.0,3
7426,others,2.0,1.0,54.0,1410.0,3
7427,others,1.0,2.0,28.0,720.0,1
7428,others,1.0,1.0,54.0,1200.0,2
7429,others,2.0,1.0,54.0,1200.0,2
7430,Thanisandra,2.0,3.0,80.0,1296.0,2
7432,Thanisandra,3.0,2.0,145.0,2144.0,3
7434,Thanisandra,2.0,2.0,83.0,1296.0,2
7436,Thanisandra,3.0,2.0,135.0,2144.0,3
7438,Thanisandra,2.0,2.0,70.0,1093.0,2
7439,Thanisandra,2.0,1.0,79.0,1265.0,3
7440,Thanisandra,3.0,3.0,97.38,1651.0,3
7441,Thanisandra,2.0,2.0,85.0,1265.0,2
7442,Thanisandra,3.0,1.0,101.0,1564.0,3
7444,Thanisandra,3.0,2.0,123.0,1847.0,3
7446,Thanisandra,3.0,2.0,114.0,1697.0,3
7448,Thanisandra,5.0,0.0,160.0,3500.0,6
7449,Thanisandra,3.0,2.0,95.0,1573.0,3
7450,Thanisandra,3.0,3.0,122.0,1917.0,3
7451,Thanisandra,1.0,1.0,34.3,693.0,1
7452,Thanisandra,2.0,1.0,68.0,1098.0,2
7453,Thanisandra,1.0,2.0,50.3,760.0,1
7456,Thanisandra,3.0,2.0,112.0,2002.0,3
7461,Thanisandra,3.0,2.0,115.0,1697.0,3
7462,Thanisandra,1.0,1.0,62.1,1380.0,1
7463,Thanisandra,1.0,1.0,60.84,923.0,1
7465,Thanisandra,1.0,1.0,45.69,923.0,1
7467,Thanisandra,2.0,2.0,72.0,1296.0,2
7469,Thanisandra,3.0,2.0,102.0,1698.0,3
7470,Thanisandra,3.0,1.0,93.04,1411.0,3
7471,Thanisandra,3.0,2.0,135.0,1996.0,3
7472,Thanisandra,3.0,1.0,115.0,1801.0,3
7473,Thanisandra,2.0,2.0,82.0,1265.0,2
7475,Thanisandra,4.0,2.0,113.0,1917.0,3
7476,Thanisandra,1.0,1.0,42.0,662.0,1
7478,Thanisandra,3.0,2.0,130.0,1948.0,3
7480,Thanisandra,2.0,1.0,74.0,1098.0,2
7482,Thanisandra,3.0,1.0,104.0,1564.0,3
7488,Thanisandra,3.0,2.0,135.0,2127.0,3
7490,Thanisandra,2.0,2.0,75.0,1276.0,2
7491,Thanisandra,1.0,1.0,34.3,693.0,1
7492,Thanisandra,5.0,2.0,135.0,2259.0,4
7493,Thanisandra,2.0,1.0,78.0,1265.0,2
7495,Thanisandra,2.0,2.0,55.0,934.0,2
7496,Thanisandra,2.0,2.0,68.0,1056.0,2
7497,Thanisandra,3.0,1.0,110.0,1595.0,3
7498,Thanisandra,3.0,1.0,93.15,1411.0,3
7499,Thanisandra,2.0,1.0,68.1,1093.0,2
7501,Thanisandra,2.0,2.0,72.0,1093.0,2
7503,Thanisandra,3.0,2.0,107.0,1698.0,3
7504,Thanisandra,3.0,1.0,105.0,1564.0,3
7505,Thanisandra,2.0,1.0,83.0,1265.0,2
7506,Thanisandra,1.0,0.0,35.285,784.0,1
7507,Thanisandra,2.0,1.0,56.0,965.0,2
7508,Thanisandra,3.0,1.0,95.0,1546.0,3
7509,Thanisandra,1.0,0.0,38.535,777.0,1
7510,Thanisandra,3.0,2.0,110.0,1697.0,3
7511,Thanisandra,3.0,1.0,88.0,1492.0,3
7512,Thanisandra,3.0,2.0,122.0,2072.0,3
7513,Thanisandra,3.0,3.0,120.0,1880.0,3
7514,Thanisandra,1.0,2.0,50.0,760.0,1
7516,Thanisandra,2.0,1.0,58.0,933.0,1
7517,Thanisandra,3.0,2.0,110.0,1917.0,3
7518,Thanisandra,4.0,1.0,123.0,1996.0,3
7519,Thanisandra,2.0,1.0,77.25,1183.0,2
7520,Thanisandra,3.0,1.0,88.0,1491.0,3
7522,Thanisandra,1.0,1.0,29.0,662.0,1
7524,Thanisandra,3.0,2.0,100.0,1564.0,3
7525,Thanisandra,1.0,0.0,45.0,662.0,1
7526,Thanisandra,3.0,2.0,98.0,1573.0,3
7527,Thanisandra,2.0,1.0,83.0,1262.0,3
7528,Thanisandra,2.0,2.0,65.0,1056.0,2
7530,Thanisandra,3.0,2.0,115.0,1702.0,3
7531,Thanisandra,2.0,2.0,75.0,1343.0,2
7532,Thanisandra,4.0,2.0,122.0,1935.0,3
7533,Thanisandra,2.0,1.0,55.0,933.0,2
7534,Thanisandra,2.0,1.0,77.3,1183.0,2
7535,Thanisandra,1.0,0.0,38.0,662.0,1
7536,Thanisandra,2.0,1.0,72.0,1265.0,2
7537,Thanisandra,3.0,1.0,105.0,1595.0,3
7539,Thanisandra,1.0,1.0,27.5,580.0,1
7540,Thanisandra,4.0,2.0,139.0,2087.0,3
7542,Thanisandra,2.0,1.0,71.0,1098.0,2
7543,Thanisandra,3.0,1.0,93.25,1411.0,3
7546,Thanisandra,3.0,1.0,112.0,1732.0,3
7547,Thanisandra,1.0,1.0,61.0,933.0,1
7548,Thanisandra,3.0,2.0,107.0,1702.0,3
7549,Thanisandra,1.0,0.0,34.355,747.0,1
7550,Thanisandra,4.0,1.0,125.0,2030.0,3
7552,Thanisandra,4.0,2.0,129.0,1948.0,4
7553,Thanisandra,3.0,1.0,90.0,1573.0,3
7554,Thanisandra,2.0,2.0,70.0,1056.0,2
7555,Thanisandra,3.0,2.0,96.0,1595.0,3
7558,Thanisandra,2.0,1.0,83.05,1245.0,2
7559,Thanisandra,2.0,1.0,80.0,1261.0,3
7560,Thanisandra,4.0,2.0,117.0,1884.0,3
7561,Thanisandra,2.0,1.0,54.0,965.0,2
7562,Thanisandra,4.0,2.0,122.0,1930.0,3
7563,Thanisandra,1.0,0.0,38.46,777.0,1
7565,Thanisandra,4.0,2.0,120.0,1930.0,3
7566,Thanisandra,1.0,2.0,50.4,760.0,1
7567,Thanisandra,1.0,0.0,32.82,663.0,1
7568,Thanisandra,3.0,2.0,115.0,1801.0,3
7570,Thanisandra,4.0,1.0,220.0,3671.0,4
7572,Thanisandra,2.0,2.0,90.0,1305.0,2
7573,Thanisandra,4.0,2.0,125.0,1965.0,3
7574,Thanisandra,3.0,2.0,100.0,1573.0,3
7577,Thanisandra,4.0,2.0,130.0,1917.0,4
7579,others,3.0,2.0,151.0,2357.0,3
7580,others,4.0,3.0,183.0,2872.0,4
7581,others,3.0,1.0,455.0,3144.0,3
7582,others,4.0,2.0,590.0,4110.0,4
7583,others,4.0,2.0,602.0,4209.0,4
7586,Thigalarapalya,2.0,2.0,103.0,1297.0,2
7587,Thigalarapalya,2.0,2.0,95.0,1418.0,2
7591,Thigalarapalya,2.0,2.0,103.0,1418.0,2
7592,Thigalarapalya,2.0,2.0,101.0,1418.0,2
7593,Thigalarapalya,2.0,2.0,104.0,1418.0,2
7595,Thigalarapalya,5.0,2.0,225.0,3122.0,4
7597,Thigalarapalya,2.0,2.0,103.0,1418.0,2
7598,Thigalarapalya,4.0,2.0,159.0,2072.0,3
7600,Thigalarapalya,2.0,2.0,106.0,1418.0,2
7602,Thigalarapalya,2.0,2.0,104.0,1418.0,2
7604,Thigalarapalya,2.0,2.0,105.0,1418.0,2
7605,Thigalarapalya,2.0,2.0,104.0,1418.0,2
7608,Thigalarapalya,2.0,2.0,106.0,1418.0,2
7609,Thigalarapalya,4.0,2.0,155.0,2072.0,3
7610,Thigalarapalya,4.0,2.0,135.0,1830.0,3
7611,Thigalarapalya,2.0,2.0,105.0,1418.0,2
7612,Thigalarapalya,4.0,2.0,160.0,2072.0,3
7616,Thigalarapalya,4.0,2.0,160.0,2072.0,3
7617,Thigalarapalya,4.0,2.0,155.0,2072.0,3
7619,Thigalarapalya,4.0,2.0,153.0,2072.0,3
7621,Thigalarapalya,4.0,2.0,157.0,2072.0,3
7622,Thigalarapalya,2.0,2.0,105.0,1418.0,2
7623,Thigalarapalya,5.0,2.0,249.0,3362.0,4
7627,Thigalarapalya,4.0,1.5843757375501535,325.0,4190.0,4
7631,Thigalarapalya,2.0,2.0,105.0,1400.0,2
7633,Thigalarapalya,2.0,2.0,98.0,1297.0,2
7635,others,1.0,0.0,30.0,650.0,1
7636,others,2.0,3.0,42.33,1378.0,3
7637,others,2.0,1.0,39.5,1100.0,2
7638,others,2.0,2.0,36.69,1161.0,2
7639,others,2.0,3.0,36.69,1161.0,2
7640,others,2.0,2.0,70.0,1100.0,2
7641,others,3.0,2.0,56.0,1602.0,3
7642,others,2.0,1.5843757375501535,59.0,1250.0,2
7643,Thubarahalli,4.0,3.0,239.0,3800.0,4
7644,Thubarahalli,2.0,2.0,78.0,1200.0,2
7645,Thubarahalli,2.0,2.0,75.0,1128.0,2
7646,Thubarahalli,2.0,2.0,65.0,1185.0,2
7647,Thubarahalli,2.0,1.0,55.0,975.0,2
7648,Thubarahalli,2.0,1.0,75.0,1330.0,2
7649,Thubarahalli,2.0,1.0,70.0,1085.0,2
7650,Thubarahalli,2.0,1.0,80.0,1216.0,2
7651,Thubarahalli,2.0,2.0,79.0,1200.0,2
7652,Thubarahalli,2.0,2.0,80.0,1200.0,2
7653,Thubarahalli,2.0,2.0,79.55,1200.0,2
7655,Thubarahalli,3.0,3.0,175.0,2625.0,3
7656,Thubarahalli,2.0,1.0,50.0,975.0,2
7658,Thubarahalli,3.0,2.0,101.0,1584.0,3
7659,others,1.0,1.0,100.0,800.0,1
7660,others,4.0,2.0,145.0,2000.0,5
7661,others,2.0,2.0,95.25,1270.0,3
7662,others,2.0,1.0,68.0,1040.0,2
7663,others,3.0,2.0,117.0,1998.0,3
7664,others,2.0,1.0,87.0,1500.0,3
7665,others,7.0,2.0,400.0,7500.0,7
7666,others,2.0,2.0,65.0,1357.0,3
7667,others,3.0,1.0,87.0,1500.0,3
7668,others,3.0,1.0,65.0,1370.07,3
7669,others,2.0,2.0,59.8,1165.0,2
7670,others,2.0,2.0,55.0,1050.0,2
7671,others,2.0,2.0,55.0,1100.0,2
7672,others,2.0,1.0,56.7,1255.0,2
7673,others,2.0,1.0,55.0,1260.0,2
7674,Tumkur Road,3.0,3.0,95.0,1500.0,3
7675,Tumkur Road,3.0,2.0,112.0,1779.0,3
7676,Tumkur Road,3.0,1.0,100.0,1586.0,3
7677,Tumkur Road,2.0,1.0,72.0,1098.0,2
7678,Tumkur Road,3.0,1.0,90.0,1354.0,3
7679,Tumkur Road,2.0,1.0,84.0,1240.0,3
7680,Tumkur Road,2.0,1.0,82.0,1239.0,2
7681,Tumkur Road,2.0,1.0,82.0,1246.0,2
7682,Tumkur Road,3.0,3.0,100.0,1500.0,3
7684,Tumkur Road,3.0,1.0,94.0,1416.0,3
7685,Tumkur Road,2.0,1.0,60.0,1027.0,2
7686,Tumkur Road,2.0,1.0,68.62,1027.0,2
7687,Tumkur Road,2.0,1.0,95.0,1459.0,3
7688,Tumkur Road,2.0,1.0,60.0,992.0,2
7689,Tumkur Road,2.0,2.0,52.5,1066.0,2
7690,Tumkur Road,2.0,1.0,79.0,1240.0,3
7691,Tumkur Road,2.0,1.0,95.0,1441.0,3
7692,Tumkur Road,2.0,1.0,83.0,1240.0,3
7693,Tumkur Road,2.0,1.0,67.0,1027.0,2
7695,Tumkur Road,3.0,1.0,85.86,1354.0,3
7696,others,2.0,2.0,54.21,1936.0,3
7697,others,2.0,1.0,35.56,1270.0,3
7698,others,1.0,1.0,75.0,1000.0,2
7699,others,3.0,2.0,68.29,1630.0,3
7700,others,2.0,2.0,60.33,1440.0,3
7701,others,2.0,2.0,63.93,1440.0,3
7702,others,5.0,2.0,75.0,2400.0,6
7703,Ulsoor,3.0,2.0,215.0,2135.0,3
7704,Ulsoor,2.0,1.5843757375501535,120.0,1275.0,2
7705,Ulsoor,2.0,0.0,60.0,1200.0,2
7706,Ulsoor,2.0,2.0,100.0,1180.0,2
7707,Ulsoor,3.0,0.0,90.0,1340.0,3
7708,Ulsoor,2.0,2.0,125.0,1500.0,3
7709,Ulsoor,3.0,3.0,185.0,2000.0,3
7710,Ulsoor,2.0,3.0,120.0,1255.0,2
7711,Ulsoor,4.0,2.0,185.0,1685.0,3
7713,Ulsoor,3.0,2.0,170.0,2135.0,3
7714,Ulsoor,2.0,1.0,130.0,1160.0,2
7715,others,2.0,1.0,67.0,1300.0,3
7716,others,1.0,1.0,70.0,1050.0,1
7717,Uttarahalli,2.0,3.0,62.0,1440.0,3
7718,Uttarahalli,2.0,2.0,45.0,1143.0,2
7719,Uttarahalli,2.0,2.0,45.0,1020.0,2
7720,Uttarahalli,2.0,2.0,63.0,1286.0,2
7721,Uttarahalli,2.0,0.0,45.0,1101.0,2
7723,Uttarahalli,2.0,2.0,47.0,1175.0,2
7724,Uttarahalli,2.0,2.0,62.55,1390.0,3
7725,Uttarahalli,2.0,1.0,56.0,1330.0,3
7726,Uttarahalli,2.0,3.0,45.0,1008.0,2
7727,Uttarahalli,2.0,2.0,60.47,1390.0,3
7728,Uttarahalli,3.0,3.0,66.68,1617.0,3
7729,Uttarahalli,2.0,1.0,49.0,1150.0,2
7730,Uttarahalli,2.0,1.0,56.0,1330.0,3
7731,Uttarahalli,2.0,2.0,44.0,1200.0,2
7734,Uttarahalli,2.0,1.0,30.0,882.0,2
7735,Uttarahalli,2.0,1.0,39.71,993.0,2
7736,Uttarahalli,2.0,1.0,45.0,1045.0,2
7737,Uttarahalli,2.0,2.0,37.93,850.0,2
7739,Uttarahalli,2.0,1.0,57.0,1345.0,3
7740,Uttarahalli,2.0,1.0,43.55,1089.0,2
7742,Uttarahalli,2.0,2.0,48.0,1279.0,2
7744,Uttarahalli,2.0,2.0,64.0,1425.0,3
7745,Uttarahalli,2.0,2.0,40.42,1155.0,2
7746,Uttarahalli,2.0,1.0,42.0,1050.0,2
7747,Uttarahalli,2.0,1.0,55.0,1300.0,3
7748,Uttarahalli,2.0,1.0,55.0,1250.0,3
7749,Uttarahalli,3.0,1.0,50.0,1200.0,3
7750,Uttarahalli,2.0,2.0,43.0,1085.0,2
7752,Uttarahalli,2.0,1.0,47.0,1175.0,2
7753,Uttarahalli,2.0,1.0,47.0,1175.0,2
7754,Uttarahalli,2.0,2.0,52.85,1215.0,3
7756,Uttarahalli,2.0,1.0,53.0,1325.0,2
7757,Uttarahalli,2.0,2.0,60.0,1300.0,3
7758,Uttarahalli,2.0,2.0,35.0,850.0,2
7760,Uttarahalli,2.0,3.0,61.2,1360.0,3
7761,Uttarahalli,2.0,1.0,45.36,1134.0,2
7763,Uttarahalli,2.0,3.0,55.44,1320.0,3
7764,Uttarahalli,2.0,2.0,61.16,1390.0,3
7765,Uttarahalli,2.0,2.0,45.0,1090.0,2
7766,Uttarahalli,2.0,1.0,42.0,1050.0,2
7767,Uttarahalli,2.0,1.0,48.0,1123.0,2
7768,Uttarahalli,2.0,1.0,56.0,1329.0,3
7769,Uttarahalli,2.0,0.0,35.0,938.0,2
7772,Uttarahalli,1.0,2.0,45.0,1100.0,2
7773,Uttarahalli,2.0,1.0,47.0,1125.0,2
7775,Uttarahalli,2.0,3.0,62.55,1390.0,3
7777,Uttarahalli,2.0,1.0,41.3,1180.0,2
7779,Uttarahalli,2.0,2.0,45.0,1160.0,2
7780,Uttarahalli,2.0,2.0,60.0,1280.0,3
7782,Uttarahalli,2.0,1.0,53.55,1190.0,2
7783,Uttarahalli,2.0,1.0,57.0,1330.0,3
7784,Uttarahalli,3.0,3.0,74.0,1560.0,3
7786,Uttarahalli,2.0,1.0,48.0,1125.0,2
7787,Uttarahalli,2.0,2.0,55.44,1320.0,3
7789,Uttarahalli,2.0,2.0,40.6,1160.0,2
7791,Uttarahalli,2.0,1.0,42.59,1065.0,2
7792,Uttarahalli,2.0,1.0,46.76,1075.0,2
7793,Uttarahalli,2.0,1.0,40.6,1155.0,2
7796,Uttarahalli,2.0,2.0,52.85,1215.0,3
7798,Uttarahalli,2.0,1.0,41.3,1180.0,2
7801,Uttarahalli,2.0,1.0,40.08,1002.0,2
7802,Uttarahalli,2.0,1.0,40.08,1002.0,2
7803,Uttarahalli,2.0,1.0,40.0,1075.0,2
7805,Uttarahalli,2.0,2.0,40.43,1155.0,2
7806,Uttarahalli,2.0,1.0,35.88,1025.0,2
7807,Uttarahalli,2.0,1.0,47.65,1125.0,2
7808,Uttarahalli,2.0,2.0,55.0,1300.0,2
7809,Uttarahalli,2.0,1.0,35.88,1025.0,2
7810,Uttarahalli,2.0,1.0,45.0,980.0,2
7811,Uttarahalli,2.0,1.0,47.0,1125.0,2
7816,Uttarahalli,2.0,2.0,47.0,1175.0,2
7819,Uttarahalli,2.0,2.0,62.82,1525.0,3
7822,Uttarahalli,2.0,2.0,48.0,1213.0,2
